songname,artistname,year,decade,position,win,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Moon River,Henry Mancini,1961,60,101,2,0.937,0.39,0.0235,0.00128,0.099,-19.695,0.0345,133.403,0.155
(Up a) Lazy River,Si Zentner,1961,60,101,1,0.785,0.444,0.685,0.0103,0.112,-5.671,0.0343,157.789,0.892
Stranger on the Shore,Acker Bilk,1962,60,1,0,0.789,0.257,0.311,0.781,0.0778,-13.248,0.0334,142.385,0.211
I Can't Stop Loving You,Ray Charles,1962,60,2,1,0.139,0.31,0.279,0.118,0.282,-13.552,0.0935,112.974,0.379
Mashed Potato Time,Dee Dee Sharp,1962,60,3,0,0.0705,0.674,0.473,0.0000479,0.0593,-7.193,0.0362,125.046,0.847
Roses Are Red (My Love),Bobby Vinton,1962,60,4,0,0.756,0.499,0.145,0,0.35,-14.145,0.0319,101.949,0.48
The Stripper,David Rose,1962,60,5,0,0.702,0.471,0.458,0.552,0.326,-10.122,0.0285,94.183,0.528
Johnny Angel,Shelley Fabares,1962,60,6,0,0.872,0.369,0.385,0,0.279,-9.132,0.0282,108.025,0.735
The Loco-Motion,Little Eva,1962,60,7,0,0.674,0.636,0.893,0.00143,0.176,-6.311,0.047,129.664,0.887
Let Me In,The Sensations,1962,60,8,0,0.467,0.661,0.851,0.0000463,0.38,-9.954,0.0503,130.554,0.948
The Twist,Chubby Checker,1962,60,9,0,0.18,0.571,0.618,0.00000269,0.178,-5.682,0.0371,156.892,0.852
Soldier Boy,The Shirelles,1962,60,10,0,0.755,0.576,0.238,0.00026,0.294,-13.354,0.0259,97.587,0.581
Hey! Baby,Bruce Channel,1962,60,11,0,0.359,0.515,0.623,0,0.274,-5.597,0.036,64.253,0.643
The Wanderer,Dion,1962,60,12,0,0.301,0.59,0.546,0,0.0936,-10.213,0.0436,114.04,0.855
Duke of Earl,Gene Chandler,1962,60,13,0,0.824,0.422,0.28,0,0.297,-11.277,0.0365,100.839,0.496
Palisades Park,Freddy Cannon,1962,60,14,0,0.404,0.36,0.82,0,0.121,-6.28,0.0552,83.227,0.857
Breaking Up Is Hard to Do,Neil Sedaka,1962,60,15,0,0.699,0.743,0.799,0,0.0635,-5.466,0.0375,116.112,0.965
Wolverton Mountain,Claude King,1962,60,16,0,0.806,0.629,0.335,0.00000121,0.217,-15.039,0.0499,157.193,0.834
Slow Twistin',Chubby Checker,1962,60,17,0,0.126,0.804,0.689,0,0.0391,-6.892,0.0319,120.279,0.924
It Keeps Right On a-Hurtin',Johnny Tillotson,1962,60,18,0,0.719,0.438,0.316,0.0000109,0.439,-9.205,0.027,109.181,0.398
The One Who Really Loves You,Mary Wells,1962,60,19,0,0.733,0.769,0.407,0,0.244,-13.556,0.031,115.65,0.921
Good Luck Charm,Elvis Presley,1962,60,20,0,0.56,0.618,0.467,0.0000105,0.5,-13.166,0.0336,121.646,0.904
Midnight in Moscow,Kenny Ball,1962,60,21,0,0.681,0.53,0.402,0.964,0.283,-14.117,0.0338,166.266,0.915
Sheila,Tommy Roe,1962,60,22,0,0.275,0.422,0.575,0,0.062,-8.993,0.107,135.63,0.475
Twistin' the Night Away,Sam Cooke,1962,60,23,0,0.691,0.458,0.801,0,0.328,-7.83,0.0565,160.547,0.93
The Wah-Watusi,The Orlons,1962,60,24,0,0.138,0.768,0.684,0.000898,0.0642,-6.116,0.0398,134.116,0.887
Peppermint Twist,Joey Dee and the Starliters,1962,60,25,0,0.295,0.427,0.642,0,0.847,-12.143,0.116,197.836,0.774
Break It to Me Gently,Brenda Lee,1962,60,26,0,0.588,0.539,0.26,0,0.134,-10.414,0.0268,92.032,0.492
Playboy,The Marvelettes,1962,60,27,0,0.371,0.863,0.691,0,0.0597,-5.611,0.0535,123.757,0.916
Ramblin' Rose,Nat King Cole,1962,60,28,0,0.794,0.431,0.379,0,0.303,-8.615,0.0267,97.061,0.31
Sealed with a Kiss,Brian Hyland,1962,60,29,0,0.743,0.449,0.362,0,0.132,-10.38,0.0279,90.822,0.6
She Cried,Jay and the Americans,1962,60,30,0,0.79,0.423,0.322,0.0000117,0.0823,-13.402,0.0265,99.888,0.491
Don't Break the Heart That Loves You,Connie Francis,1962,60,31,0,0.818,0.332,0.417,0,0.2,-6.531,0.0303,73.4,0.193
Dear Lady Twist,Gary U.S. Bonds,1962,60,32,0,0.62,0.524,0.892,0,0.818,-7.214,0.235,138.964,0.936
Norman,Sue Thompson,1962,60,33,0,0.817,0.713,0.523,0.00000118,0.104,-9.446,0.0323,127.254,0.965
Love Letters,Ketty Lester,1962,60,34,0,0.734,0.563,0.222,0.0629,0.157,-18.055,0.0352,124.65,0.333
Party Lights,Claudine Clark,1962,60,35,0,0.0661,0.645,0.6,0,0.101,-7.948,0.238,135.593,0.701
Cotton Fields,The Highwaymen,1962,60,36,0,0.845,0.732,0.292,0,0.0885,-12.402,0.0399,135.188,0.6
Alley Cat,Bent Fabric,1962,60,37,0,0.853,0.858,0.256,0.817,0.0822,-13.689,0.039,112.402,0.556
Twist and Shout,The Isley Brothers,1962,60,38,0,0.65,0.774,0.811,0,0.0736,-6.526,0.0355,123.354,0.963
Theme from Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,1962,60,39,0,0.905,0.271,0.175,0,0.251,-14.515,0.0348,110.915,0.19
Tuff,Ace Cannon,1962,60,40,0,0.397,0.59,0.25,0.827,0.0868,-9.96,0.0568,232.473,0.796
Lover Please,Clyde McPhatter,1962,60,41,0,0.766,0.714,0.763,0,0.147,-5.341,0.222,84.374,0.961
I Know (You Don't Love Me No More),Barbara George,1962,60,42,0,0.259,0.848,0.409,0.0115,0.0665,-10.757,0.0512,123.772,0.826
Young World,Ricky Nelson,1962,60,43,0,0.595,0.51,0.542,0.0000822,0.158,-9.902,0.0294,116.984,0.665
Baby It's You,The Shirelles,1962,60,44,0,0.701,0.643,0.384,0.0000415,0.178,-11.864,0.0282,113.458,0.741
Speedy Gonzales,Pat Boone,1962,60,45,0,0.821,0.589,0.447,0,0.0999,-12.912,0.0748,146.845,0.789
A Little Bitty Tear,Burl Ives,1962,60,46,0,0.896,0.58,0.209,0.243,0.116,-15.516,0.0464,72.103,0.831
Crying in the Rain,The Everly Brothers,1962,60,47,0,0.622,0.61,0.379,0,0.144,-9.381,0.0278,97.166,0.48
Al di là,Emilio Pericoli,1962,60,48,0,0.682,0.32,0.301,0,0.123,-12.301,0.0293,84.918,0.217
Shout! Shout! (Knock Yourself Out),Ernie Maresca,1962,60,49,0,0.273,0.654,0.721,0,0.344,-8.476,0.139,94.851,0.967
What's Your Name,Don and Juan,1962,60,50,0,0.845,0.55,0.38,0,0.0791,-7.963,0.0257,99.789,0.795
Smoky Places,The Corsairs,1962,60,51,0,0.459,0.478,0.69,0.0000537,0.164,-10.387,0.0718,125.351,0.748
Having a Party,Sam Cooke,1962,60,52,0,0.569,0.472,0.593,0,0.202,-7.767,0.0411,123.659,0.758
Green Onions,Booker T. & the M.G.'s,1962,60,53,0,0.767,0.816,0.514,0.949,0.0899,-8.741,0.0339,136.837,0.912
You Don't Know Me,Ray Charles,1962,60,54,0,0.881,0.231,0.284,0,0.0992,-12.178,0.0415,70.679,0.369
Sherry,The Four Seasons,1962,60,55,0,0.647,0.701,0.471,0,0.125,-8.072,0.0421,117.564,0.69
Johnny Get Angry,Joanie Sommers,1962,60,56,0,0.78,0.628,0.27,0,0.325,-14.47,0.0359,126.676,0.548
Can't Help Falling in Love,Elvis Presley,1962,60,57,0,0.941,0.396,0.293,0.000196,0.105,-14.062,0.0275,100.307,0.343
Shout,Joey Dee and the Starliters,1962,60,58,0,0.434,0.284,0.855,0,0.363,-11.964,0.0561,167.456,0.781
Rinky Dink,Dave Baby Cortez,1962,60,59,0,0.141,0.699,0.68,0.895,0.0611,-7.955,0.0396,115.124,0.92
Moon River,Henry Mancini,1962,60,60,0,0.937,0.39,0.0235,0.00128,0.099,-19.695,0.0345,133.403,0.155
Ahab the Arab,Ray Stevens,1962,60,61,0,0.476,0.639,0.59,0.0000244,0.461,-9.55,0.256,174.416,0.798
Things,Bobby Darin,1962,60,62,0,0.858,0.562,0.558,0,0.107,-3.572,0.0453,174.704,0.839
(The Man Who Shot) Liberty Valance,Gene Pitney,1962,60,63,0,0.739,0.602,0.591,0,0.175,-8.684,0.053,88.392,0.837
You Belong to Me,The Duprees,1962,60,64,0,0.893,0.322,0.36,0.00000292,0.0918,-8.429,0.0273,97.63,0.378
Dream Baby (How Long Must I Dream),Roy Orbison,1962,60,65,0,0.541,0.436,0.525,0.0000282,0.11,-9.248,0.0321,153.618,0.877
Snap Your Fingers,Joe Henderson,1962,60,66,0,0.652,0.685,0.247,0.000021,0.101,-14.434,0.126,107.377,0.614
Lovers Who Wander,Dion,1962,60,67,0,0.54,0.51,0.382,0,0.122,-13.637,0.0613,111.63,0.821
Let's Dance,Chris Montez,1962,60,68,0,0.212,0.751,0.83,0.00000794,0.0584,-6.215,0.0951,76.489,0.935
Cindy's Birthday,Johnny Crawford,1962,60,69,0,0.755,0.61,0.316,0.000218,0.121,-12.6,0.0335,110,0.708
You Beat Me to the Punch,Mary Wells,1962,60,70,0,0.605,0.75,0.398,0,0.18,-14.516,0.0466,113.516,0.961
You'll Lose a Good Thing,Barbara Lynn,1962,60,71,0,0.606,0.591,0.324,0.000144,0.172,-13.218,0.0302,104.15,0.617
Uptown,The Crystals,1962,60,72,0,0.402,0.659,0.717,0.000706,0.174,-7.833,0.03,112.592,0.785
Everybody Loves Me But You,Brenda Lee,1962,60,73,0,0.873,0.659,0.0957,0.00000908,0.405,-15.826,0.0384,107.004,0.491
Patches,Dickey Lee,1962,60,74,0,0.634,0.667,0.173,0,0.128,-16.231,0.0298,106.115,0.296
Venus in Blue Jeans,Jimmy Clanton,1962,60,75,0,0.354,0.497,0.762,0.0000589,0.278,-4.462,0.038,111.534,0.727
Love Me Warm and Tender,Paul Anka,1962,60,76,0,0.495,0.628,0.611,0,0.41,-8.583,0.0449,108.872,0.796
Teen Age Idol,Rick Nelson,1962,60,77,0,0.736,0.728,0.436,0.000106,0.106,-8.546,0.0276,115.032,0.812
She's Got You,Patsy Cline,1962,60,78,0,0.947,0.388,0.143,0.000865,0.1,-17.545,0.0416,182.665,0.578
Dear One,Larry Finnegan,1962,60,79,0,0.38,0.368,0.898,0,0.149,-10.871,0.0505,180.552,0.732
Her Royal Majesty,James Darren,1962,60,80,0,0.637,0.359,0.591,0,0.281,-8.668,0.0561,183.318,0.91
Old Rivers,Walter Brennan,1962,60,81,0,0.842,0.583,0.43,0,0.145,-11.705,0.0768,118.953,0.678
Funny Way of Laughin',Burl Ives,1962,60,82,0,0.699,0.495,0.345,0,0.0627,-11.919,0.0399,146.583,0.639
A Swingin' Safari,Billy Vaughn,1962,60,83,0,0.697,0.544,0.527,0.972,0.0731,-11.573,0.0938,76.03,0.717
Tell Me,Dick and Dee Dee,1962,60,84,0,0.729,0.44,0.408,0.00000248,0.0881,-9.774,0.0271,102.095,0.479
PT-109,Jimmy Dean,1962,60,85,0,0.543,0.746,0.666,0,0.0488,-10.408,0.146,94.024,0.84
Little Diane,Dion,1962,60,86,0,0.523,0.334,0.608,0,0.227,-9.827,0.0715,136.302,0.381
Percolator (Twist),Billy Joe and the Checkmates,1962,60,87,0,0.719,0.717,0.549,0.474,0.0746,-12.272,0.252,148.628,0.695
"Twist, Twist Senora",Gary U.S. Bonds,1962,60,88,0,0.667,0.659,0.819,0.0155,0.843,-7.747,0.0453,93.396,0.858
Twistin' Matilda,Jimmy Soul,1962,60,89,0,0.714,0.492,0.816,0,0.105,-8.273,0.155,141.212,0.81
Gravy (For My Mashed Potatoes),Dee Dee Sharp,1962,60,90,0,0.507,0.793,0.798,0.00000209,0.203,-5.62,0.0335,129.964,0.97
Walk on the Wild Side,Jimmy Smith,1962,60,91,0,0.473,0.49,0.577,0.171,0.141,-7.547,0.0324,112.607,0.478
Soul Twist,King Curtis,1962,60,92,0,0.674,0.663,0.701,0.29,0.0971,-12.224,0.0762,123.875,0.746
I'll Never Dance Again,Bobby Rydell,1962,60,93,0,0.729,0.586,0.431,0,0.263,-5.675,0.0271,104.757,0.582
I'm Blue (The Gong-Gong Song),The Ikettes,1962,60,94,0,0.657,0.666,0.385,0.055,0.0734,-8.166,0.0323,111.045,0.904
Where Have All the Flowers Gone?,The Kingston Trio,1962,60,95,0,0.913,0.605,0.125,0.00000437,0.205,-20.93,0.034,130.907,0.623
"(Girls, Girls, Girls) Made to Love",Eddie Hodges,1962,60,96,0,0.414,0.61,0.377,0,0.0734,-9.805,0.0935,178.06,0.519
Town Without Pity,Gene Pitney,1962,60,97,0,0.599,0.428,0.535,0.0000508,0.0623,-6.423,0.0316,120.495,0.68
If I Had a Hammer,"Peter, Paul and Mary",1962,60,98,0,0.326,0.628,0.423,0,0.16,-11.231,0.0365,100.082,0.353
I Wish That We Were Married,Ronnie & the Hi-Lites,1962,60,99,0,0.844,0.521,0.422,0.00000194,0.201,-8.772,0.0276,100.954,0.155
Surfin' Safari,The Beach Boys,1962,60,100,0,0.795,0.542,0.785,0.000023,0.102,-5.251,0.0439,158.37,0.967
Desafinado,Stan Getz,1962,60,101,1,0.708,0.588,0.356,0.0972,0.122,-17.877,0.0807,87.167,0.763
Fly Me to the Moon Bossa Nova,Joe Harnell and His Orchestra,1962,60,101,1,0.562,0.64,0.361,0.0552,0.133,-14.1,0.041,87.393,0.744
What Kind of Fool Am I?,Sammy Davis Jr.,1962,60,101,1,0.96,0.231,0.31,0.000134,0.383,-8.959,0.0301,94.009,0.161
I Left My Heart in San Francisco,Tony Bennett,1962,60,101,2,0.955,0.313,0.078,0.00000448,0.169,-17.583,0.0332,128.065,0.125
Surfin' U.S.A.,The Beach Boys,1963,60,1,0,0.661,0.55,0.854,0,0.112,-5.968,0.036,159.231,0.965
The End of the World,Skeeter Davis,1963,60,2,0,0.936,0.232,0.216,0.00000493,0.246,-10.674,0.0314,94.268,0.432
Rhythm of the Rain,The Cascades,1963,60,3,0,0.627,0.659,0.66,0.000217,0.136,-8.337,0.0441,116.634,0.672
He's So Fine,The Chiffons,1963,60,4,0,0.487,0.558,0.633,0,0.129,-3.265,0.0329,72.494,0.871
Blue Velvet,Bobby Vinton,1963,60,5,0,0.862,0.376,0.246,0,0.155,-9.803,0.0286,80.167,0.282
Hey Paula,Paul & Paula,1963,60,6,0,0.784,0.506,0.258,0,0.0942,-11.822,0.0293,109.595,0.544
Fingertips,Little Stevie Wonder,1963,60,7,0,0.622,0.35,0.873,0.242,0.673,-7.241,0.39,136.696,0.346
Can't Get Used to Losing You,Andy Williams,1963,60,8,0,0.914,0.413,0.164,0.000014,0.0883,-14.579,0.0378,183.178,0.845
My Boyfriend's Back,The Angels,1963,60,9,0,0.629,0.683,0.885,0,0.075,-6.099,0.155,135.134,0.954
Sukiyaki,Kyu Sakamoto,1963,60,10,0,0.707,0.415,0.359,0.0000653,0.319,-11.094,0.0334,146.029,0.404
So Much in Love,The Tymes,1963,60,11,0,0.787,0.546,0.494,0.000111,0.453,-10.39,0.034,75.655,0.44
"Puff, the Magic Dragon","Peter, Paul & Mary",1963,60,12,0,0.51,0.507,0.088,0,0.0984,-23.309,0.0343,144.226,0.398
Blowin' in the Wind,"Peter, Paul and Mary",1963,60,13,0,0.834,0.381,0.0848,0,0.112,-17.77,0.032,155.036,0.557
Wipe Out,The Surfaris,1963,60,14,0,0.385,0.336,0.636,0.909,0.414,-13.785,0.0374,152.423,0.521
I Love You Because,Al Martino,1963,60,15,0,0.894,0.29,0.2,0.000569,0.221,-12.748,0.0275,88.654,0.233
Wild Weekend,The Rebels,1963,60,16,0,0.609,0.568,0.81,0.554,0.117,-5.658,0.0581,124.953,0.642
You're the Reason I'm Living,Bobby Darin,1963,60,17,0,0.766,0.347,0.209,0,0.24,-12.525,0.0276,72.3,0.36
Walk Like a Man,The Four Seasons,1963,60,18,0,0.605,0.681,0.64,0,0.0641,-10.364,0.0346,117.884,0.966
Mockingbird,Inez & Charlie Foxx,1963,60,19,0,0.133,0.867,0.467,0,0.107,-7.627,0.0382,118.075,0.799
I Will Follow Him,Little Peggy March,1963,60,20,0,0.722,0.638,0.44,0,0.515,-10.892,0.0348,125.495,0.904
Pipeline,The Chantays,1963,60,21,0,0.752,0.444,0.459,0.885,0.13,-16.485,0.0388,152.111,0.735
Surf City,Jan & Dean,1963,60,22,0,0.497,0.534,0.807,0.00005,0.232,-12.871,0.0349,147.843,0.964
It's My Party,Lesley Gore,1963,60,23,0,0.368,0.692,0.501,0,0.0393,-11.708,0.0625,128.388,0.961
Blame It on the Bossa Nova,Eydie Gormé,1963,60,24,0,0.529,0.658,0.394,0,0.197,-15.838,0.0422,79.707,0.968
You Can't Sit Down,The Dovells,1963,60,25,0,0.119,0.432,0.869,0,0.319,-5.596,0.239,164.777,0.966
Heat Wave,Martha and the Vandellas,1963,60,26,0,0.611,0.519,0.808,0.000718,0.747,-5.536,0.0449,82.685,0.768
Denise,Randy & the Rainbows,1963,60,27,0,0.432,0.547,0.678,0,0.114,-9.841,0.0416,125.883,0.895
Walk Right In,The Rooftop Singers,1963,60,28,0,0.791,0.681,0.66,0.0364,0.0669,-10.426,0.0319,130.019,0.965
If You Wanna Be Happy,Jimmy Soul,1963,60,29,0,0.695,0.673,0.866,0.000231,0.328,-8.34,0.0391,93.224,0.839
If I Had a Hammer,Trini Lopez,1963,60,30,0,0.623,0.468,0.933,0,0.952,-8.937,0.0852,85.505,0.867
Easier Said Than Done,The Essex,1963,60,31,0,0.486,0.796,0.475,0.00000152,0.195,-11.216,0.0435,136.459,0.883
Ruby Baby,Dion,1963,60,32,0,0.788,0.643,0.538,0,0.226,-14.049,0.132,121.728,0.599
Our Day Will Come,Ruby & the Romantics,1963,60,33,0,0.708,0.538,0.625,0.000126,0.128,-7.722,0.045,92.422,0.718
Hello Stranger,Barbara Lewis,1963,60,34,0,0.743,0.458,0.164,0,0.125,-23.883,0.0304,103.32,0.82
Be My Baby,The Ronettes,1963,60,35,0,0.181,0.511,0.769,0,0.0921,-7.032,0.042,129.657,0.818
South Street,The Orlons,1963,60,36,0,0.136,0.571,0.725,0,0.177,-5.303,0.213,186.902,0.817
Days of Wine and Roses,Henry Mancini,1963,60,37,2,0.852,0.246,0.171,0,0.195,-14.435,0.0298,81.235,0.205
The Monkey Time,Major Lance,1963,60,38,0,0.579,0.798,0.676,0,0.114,-8.707,0.0487,123.269,0.939
Candy Girl,The Four Seasons,1963,60,39,0,0.719,0.644,0.52,0,0.644,-8.163,0.036,126.204,0.715
Sugar Shack,Jimmy Gilmer and the Fireballs,1963,60,40,0,0.23,0.792,0.803,0.00000504,0.0639,-7.486,0.0667,132.845,0.881
Still,Bill Anderson,1963,60,41,0,0.678,0.561,0.142,0.00631,0.226,-18.972,0.0433,94.454,0.293
Blue on Blue,Bobby Vinton,1963,60,42,0,0.817,0.607,0.303,0,0.183,-10.065,0.0244,97.383,0.555
Cry Baby,Garnet Mimms & the Enchanters,1963,60,43,0,0.497,0.48,0.405,0,0.196,-10.528,0.0372,152.646,0.668
Two Faces Have I,Lou Christie,1963,60,44,0,0.72,0.649,0.584,0.00000942,0.0996,-8.086,0.0349,139.266,0.963
Busted,Ray Charles,1963,60,45,0,0.357,0.356,0.57,0,0.0899,-9.791,0.0498,72.092,0.928
Da Doo Ron Ron,The Crystals,1963,60,46,0,0.48,0.535,0.797,0.0000342,0.141,-7.533,0.0459,148.835,0.613
Foolish Little Girl,The Shirelles,1963,60,47,0,0.749,0.802,0.527,0.0000066,0.265,-12.24,0.0414,109.755,0.926
Memphis,Lonnie Mack,1963,60,48,0,0.0533,0.655,0.602,0.953,0.0435,-9.742,0.025,101.628,0.769
In Dreams,Roy Orbison,1963,60,49,0,0.67,0.495,0.435,0.00038,0.13,-9.99,0.0286,108.189,0.71
More,Kai Winding,1963,60,50,0,0.00711,0.435,0.554,0.914,0.161,-12.065,0.0308,134.115,0.754
I Can't Stay Mad at You,Skeeter Davis,1963,60,51,0,0.657,0.552,0.666,0.00000319,0.132,-8.507,0.0309,120.292,0.914
Losing You,Brenda Lee,1963,60,52,0,0.516,0.384,0.303,0,0.185,-9.288,0.027,110.75,0.269
Mean Woman Blues,Roy Orbison,1963,60,53,0,0.608,0.325,0.789,0.0000764,0.0687,-7.861,0.102,165.972,0.69
Our Winter Love,Bill Pursell,1963,60,54,0,0.768,0.452,0.101,0.933,0.122,-18.548,0.0295,76.402,0.22
I Wanna Be Around,Tony Bennett,1963,60,55,1,0.768,0.498,0.266,0,0.0828,-13.425,0.0348,69.601,0.376
You've Really Got a Hold on Me,The Miracles,1963,60,56,0,0.698,0.68,0.448,0,0.227,-8.398,0.0302,118.461,0.567
Sally Go 'Round the Roses,The Jaynetts,1963,60,57,0,0.234,0.694,0.453,0.546,0.0703,-12.583,0.0327,146.6,0.457
(You're the) Devil in Disguise,Elvis Presley,1963,60,58,0,0.575,0.481,0.733,0.0000118,0.108,-7.633,0.165,122.909,0.874
Those Lazy-Hazy-Crazy Days of Summer,Nat King Cole,1963,60,59,0,0.687,0.416,0.726,0,0.27,-5.254,0.0573,182.219,0.895
Baby Workout,Jackie Wilson,1963,60,60,0,0.515,0.584,0.68,0,0.204,-7.333,0.0817,141.529,0.87
Pride and Joy,Marvin Gaye,1963,60,61,0,0.678,0.622,0.625,0,0.28,-8.635,0.0562,119.397,0.842
Deep Purple,Nino Tempo & April Stevens,1963,60,62,0,0.881,0.507,0.32,0.0000259,0.153,-12.472,0.0305,130.565,0.575
From a Jack to a King,Ned Miller,1963,60,63,0,0.828,0.594,0.405,0,0.106,-10.326,0.0429,100.81,0.742
Up on the Roof,The Drifters,1963,60,64,0,0.706,0.693,0.29,0.0000149,0.137,-17.501,0.0334,121.795,0.92
What Will Mary Say,Johnny Mathis,1963,60,65,0,0.776,0.313,0.399,0.00000231,0.157,-9.552,0.031,107.404,0.367
Mama Didn't Lie,Jan Bradley,1963,60,66,0,0.799,0.751,0.634,0.0000019,0.126,-5.405,0.0458,124.683,0.888
The Night Has a Thousand Eyes,Bobby Vee,1963,60,67,0,0.69,0.555,0.506,0,0.0905,-10.771,0.0326,98.557,0.888
Don't Say Nothin' Bad (About My Baby),The Cookies,1963,60,68,0,0.719,0.612,0.591,0.00833,0.478,-7.138,0.0353,124.118,0.908
Ring of Fire,Johnny Cash,1963,60,69,0,0.623,0.659,0.585,0.000213,0.348,-8.189,0.0288,104.111,0.784
Just One Look,Doris Troy,1963,60,70,0,0.735,0.856,0.436,0.00193,0.125,-15.419,0.0419,107.967,0.944
"Hello Muddah, Hello Fadduh (A Letter from Camp)",Allan Sherman,1963,60,71,0,0.875,0.591,0.337,0,0.64,-13.186,0.193,120.17,0.729
Judy's Turn to Cry,Lesley Gore,1963,60,72,0,0.592,0.742,0.573,0,0.0711,-12.477,0.0591,129.082,0.968
"Tie Me Kangaroo Down, Sport",Rolf Harris,1963,60,73,0,0.41,0.467,0.531,0,0.0589,-14.405,0.911,188.018,0.608
Fools Rush In,Rick Nelson,1963,60,74,0,0.0219,0.655,0.651,0.0000107,0.207,-10.196,0.0323,122.584,0.867
Washington Square,The Village Stompers,1963,60,75,0,0.565,0.801,0.301,0.14,0.214,-12.197,0.0464,119.916,0.769
Donna the Prima Donna,Dion,1963,60,76,0,0.675,0.331,0.556,0,0.353,-10.672,0.0372,138.635,0.939
"That Sunday, That Summer",Nat King Cole,1963,60,77,0,0.755,0.249,0.46,0,0.395,-9.914,0.0406,82.495,0.462
Another Saturday Night,Sam Cooke,1963,60,78,0,0.434,0.776,0.659,0,0.0868,-7.767,0.051,123.094,0.969
"Painted, Tainted Rose",Al Martino,1963,60,79,0,0.58,0.348,0.309,0.00000385,0.334,-13.268,0.0288,103.603,0.403
Go Away Little Girl,Steve Lawrence,1963,60,80,0,0.381,0.345,0.346,0,0.471,-10.837,0.0309,109.368,0.521
Take These Chains from My Heart,Ray Charles,1963,60,81,0,0.859,0.435,0.131,0,0.113,-11.274,0.0287,102.975,0.447
Talk to Me,Sunny & the Sunglows,1963,60,82,0,0.802,0.431,0.5,0.00000987,0.34,-7.053,0.0318,123.375,0.581
Come and Get These Memories,Martha and the Vandellas,1963,60,83,0,0.653,0.532,0.664,0.00000114,0.208,-7.293,0.0447,127.007,0.848
Do the Bird,Dee Dee Sharp,1963,60,84,0,0.215,0.641,0.673,0,0.0469,-5.42,0.0407,79.224,0.929
It's All Right,The Impressions,1963,60,85,0,0.256,0.558,0.365,0,0.341,-15.422,0.25,81.503,0.635
Shut Down,The Beach Boys,1963,60,86,0,0.0651,0.592,0.744,0.00083,0.0531,-8.18,0.0478,159.882,0.977
One Fine Day,The Chiffons,1963,60,87,0,0.488,0.251,0.868,0.00000734,0.814,-2.685,0.128,177.13,0.599
Little Town Flirt,Del Shannon,1963,60,88,0,0.134,0.657,0.686,0,0.468,-6.851,0.0283,123.779,0.883
Fly Me to the Moon,Joe Harnell,1963,60,89,0,0.562,0.64,0.361,0.0552,0.133,-14.1,0.041,87.393,0.744
The Reverend Mr. Black,The Kingston Trio,1963,60,90,0,0.892,0.645,0.21,0,0.07,-18.337,0.0446,92.829,0.508
Martian Hop,The Ran-Dells,1963,60,92,0,0.205,0.401,0.913,0.000459,0.14,-2.755,0.17,130.326,0.662
Wonderful! Wonderful!,The Tymes,1963,60,93,0,0.681,0.55,0.392,0.00231,0.105,-10.328,0.0238,70.08,0.572
Abilene,George Hamilton IV,1963,60,94,0,0.445,0.63,0.448,0.0000143,0.271,-15.015,0.0271,104.024,0.753
Part Time Love,Little Johnny Taylor,1963,60,95,0,0.596,0.414,0.489,0.000171,0.195,-10.996,0.0356,91.351,0.532
Maria Elena,Los Indios Tabajaras,1963,60,96,0,0.93,0.665,0.0989,0.843,0.11,-19.132,0.0458,83.605,0.591
Detroit City,Bobby Bare,1963,60,97,0,0.784,0.551,0.285,0,0.112,-13.231,0.0289,121.315,0.398
Twenty Miles,Chubby Checker,1963,60,98,0,0.55,0.802,0.647,0,0.306,-7.374,0.0323,121.331,0.852
"Green, Green",The New Christy Minstrels,1963,60,99,0,0.471,0.628,0.783,0,0.0922,-10.317,0.0385,140.475,0.897
Hey Girl,Freddie Scott,1963,60,100,0,0.745,0.394,0.297,0.0000193,0.176,-12.867,0.0261,85.804,0.5
Happy Days Are Here Again,Barbra Streisand,1963,60,101,1,0.887,0.363,0.171,0.00000255,0.181,-14.248,0.0323,73.734,0.199
Wives and Lovers,Jack Jones,1963,60,101,1,0.449,0.354,0.472,0,0.28,-13.215,0.0464,96.026,0.541
Dominique,The Singing Nun,1963,60,101,1,0.734,0.736,0.335,0,0.11,-8.182,0.102,135.891,0.507
I Want to Hold Your Hand,The Beatles,1964,60,1,1,0.386,0.49,0.715,0,0.311,-5.549,0.0476,130.726,0.866
She Loves You,The Beatles,1964,60,2,0,0.26,0.377,0.916,0,0.074,-3.199,0.0481,75.533,0.912
"Hello, Dolly!",Louis Armstrong,1964,60,3,1,0.842,0,0.405,0.00114,0.198,-9.935,0,0,0
"Oh, Pretty Woman",Roy Orbison,1964,60,4,0,0.712,0.619,0.603,0,0.0721,-9.481,0.0342,127.433,0.958
I Get Around,The Beach Boys,1964,60,5,0,0.36,0.39,0.625,0,0.0663,-7.813,0.0537,144.338,0.514
Everybody Loves Somebody,Dean Martin,1964,60,6,0,0.854,0.366,0.391,0,0.352,-12.322,0.0425,119.182,0.461
My Guy,Mary Wells,1964,60,7,0,0.557,0.691,0.581,0.0000462,0.147,-7.85,0.065,126.615,0.91
We'll Sing in the Sunshine,Gale Garnett,1964,60,8,0,0.762,0.536,0.351,0,0.22,-8.026,0.0266,106.73,0.532
